2,23,0.396,0.4,0.593,0.726,3,0
2,24,0.4,0.389,0.61,0.726,3,0
2,25,0.396,0.396,0.606,0.724,3,0
2,26,0.4,0.401,0.595,0.724,3,0
2,27,0.396,0.392,0.593,0.723,3,0
2,28,0.401,0.407,0.592,0.718,3,0
2,29,0.396,0.392,0.602,0.719,3,0
2,30,0.399,0.396,0.604,0.724,3,0
2,31,0.395,0.401,0.595,0.723,3,0
2,32,0.395,0.395,0.599,0.723,3,0
3,1,0.359,0.431,0.611,0.846,4,0
3,2,0.338,0.416,0.606,0.84,4,0
3,3,0.351,0.396,0.623,0.832,4,0
3,4,0.341,0.363,0.601,0.798,4,0
3,5,0.339,0.366,0.599,0.779,4,0
3,6,0.336,0.264,0.6,0.673,4,0
3,7,0.348,0.177,0.602,0.608,4,0
3,8,0.347,0.23,0.608,0.652,4,0
3,9,0.339,0.267,0.596,0.672,4,0
3,10,0.344,0.251,0.607,0.695,4,0
3,11,0.338,0.282,0.599,0.698,4,0
3,12,0.334,0.303,0.593,0.713,4,0
3,13,0.341,0.319,0.601,0.73,4,0
3,14,0.341,0.331,0.595,0.743,4,0
3,15,0.346,0.358,0.599,0.761,4,0
3,16,0.34,0.358,0.595,0.765,4,0
3,17,0.346,0.363,0.597,0.761,4,0
3,18,0.355,0.36,0.616,0.764,4,0
3,19,0.342,0.35,0.595,0.762,4,0
3,20,0.338,0.358,0.597,0.758,4,0
3,21,0.34,0.344,0.596,0.75,4,0
3,22,0.337,0.348,0.598,0.767,4,0
3,23,0.338,0.348,0.602,0.755,4,0
3,24,0.333,0.34,0.59,0.759,4,0
3,25,0.343,0.34,0.591,0.742,4,0
3,26,0.348,0.344,0.585,0.761,4,0
3,27,0.341,0.344,0.605,0.765,4,0
3,28,0.348,0.348,0.589,0.767,4,0
3,29,0.347,0.355,0.601,0.765,4,0
3,30,0.345,0.354,0.593,0.773,4,0
3,31,0.345,0.358,0.592,0.761,4,0
3,32,0.338,0.346,0.598,0.762,4,0
4,1,0.336,0.338,0.599,0.777,4,0
4,2,0.338,0.366,0.585,0.767,4,0
4,3,0.331,0.358,0.584,0.761,4,0
4,4,0.334,0.358,0.581,0.758,4,0
4,5,0.34,0.346,0.58,0.776,4,0
4,6,0.341,0.354,0.585,0.747,4,0
4,7,0.344,0.35,0.596,0.775,4,0
4,8,0.334,0.342,0.58,0.775,4,0
4,9,0.334,0.346,0.588,0.773,4,0
4,10,0.334,0.336,0.585,0.779,4,0
4,11,0.331,0.336,0.585,0.77,4,0
4,12,0.332,0.355,0.574,0.773,4,0
4,13,0.328,0.362,0.574,0.755,4,0
4,14,0.334,0.35,0.574,0.767,4,0
4,15,0.327,0.348,0.571,0.756,4,0
4,16,0.328,0.34,0.576,0.761,4,0
4,17,0.323,0.344,0.579,0.755,4,0
4,18,0.328,0.334,0.573,0.755,4,0
4,19,0.334,0.36,0.581,0.764,4,0
4,20,0.331,0.357,0.578,0.779,4,0
4,21,0.334,0.362,0.58,0.779,4,0
4,22,0.337,0.364,0.584,0.779,4,0
4,23,0.335,0.372,0.589,0.785,4,0
4,24,0.334,0.37,0.577,0.777,4,0
4,25,0.345,0.372,0.595,0.782,4,0
4,26,0.331,0.357,0.572,0.776,4,0
4,27,0.331,0.34,0.585,0.777,4,0
4,28,0.33,0.366,0.576,0.764,4,0
4,29,0.336,0.354,0.578,0.776,4,0
4,30,0.334,0.346,0.581,0.781,4,0
4,31,0.324,0.36,0.582,0.781,4,0
4,32,0.323,0.348,0.587,0.765,4,0
5,1,0.835,0.119,0.997,0.819,0,0
5,2,0.877,0.174,0.996,0.863,0,0
5,3,0.873,0.354,0.997,0.985,0,0
5,4,,,,,0,0
5,5,0.685,0.552,0.996,0.988,0,0
5,6,0.334,0.236,0.876,0.983,4,0
5,7,0.384,0.087,0.944,0.858,4,0
5,8,0.388,0.322,0.928,0.994,4,0
5,9,0.418,0.217,0.949,0.97,4,0
5,10,0.366,0.184,0.924,0.957,4,0
5,11,0.366,0.215,0.942,0.945,4,0
5,12,0.374,0.261,0.948,0.968,4,0
5,13,0.371,0.255,0.961,0.979,4,0
5,14,0.372,0.259,0.969,0.989,4,0
5,15,0.368,0.251,0.952,0.973,4,0
5,16,0.365,0.241,0.958,0.975,4,0
5,17,0.404,0.206,0.928,0.967,4,0
5,18,0.412,0.213,0.963,0.973,4,0
5,19,0.429,0.223,0.952,0.971,4,0
5,20,0.418,0.255,0.946,0.968,4,0
5,21,0.423,0.243,0.949,0.961,4,0
5,22,0.424,0.215,0.943,0.947,4,0
5,23,0.438,0.212,0.964,0.962,4,0
5,24,0.43,0.219,0.949,0.938,4,0
5,25,0.421,0.219,0.94,0.942,4,0
5,26,0.416,0.204,0.968,0.941,4,0
5,27,0.424,0.233,0.966,0.968,4,0
5,28,0.425,0.225,0.942,0.944,4,0
5,29,0.416,0.223,0.969,0.942,4,0
5,30,0.386,0.253,0.928,0.95,4,0
5,31,0.344,0.224,0.935,0.918,4,0
5,32,0.353,0.213,0.956,0.906,4,0
6,1,0.376,0.203,0.948,0.894,4,0
6,2,0.357,0.183,0.944,0.913,4,0
6,3,0.363,0.206,0.959,0.895,4,0
6,4,0.365,0.206,0.955,0.86,4,0
6,5,0.325,0.189,0.948,0.898,4,0
6,6,0.348,0.197,0.946,0.871,4,0
6,7,0.334,0.218,0.938,0.886,4,0
6,8,0.356,0.219,0.956,0.887,4,0
6,9,0.343,0.223,0.955,0.916,4,0
6,10,0.384,0.238,0.926,0.9,4,0
6,11,0.432,0.349,0.715,0.669,4,0
6,12,0.413,0.372,0.708,0.711,4,0
6,13,0.424,0.38,0.686,0.738,4,0
6,14,0.42,0.388,0.69,0.721,4,0
6,15,0.419,0.384,0.687,0.689,4,0
6,16,0.43,0.357,0.697,0.717,4,0
6,17,0.433,0.389,0.687,0.715,4,0
6,18,0.424,0.38,0.699,0.704,4,0
6,19,0.424,0.383,0.689,0.699,4,0
6,20,0.43,0.395,0.687,0.715,4,0
6,21,0.411,0.388,0.684,0.708,4,0
6,22,0.43,0.392,0.695,0.721,4,0
6,23,0.419,0.412,0.688,0.733,4,0
6,24,0.42,0.425,0.681,0.743,4,0
6,25,0.418,0.415,0.688,0.738,4,0
6,26,0.432,0.407,0.695,0.73,4,0
6,27,0.432,0.402,0.701,0.721,4,0
6,28,0.442,0.39,0.709,0.711,4,0
6,29,0.439,0.401,0.705,0.721,4,0
6,30,0.438,0.407,0.703,0.735,4,0
6,31,0.477,0.395,0.705,0.695,4,0
6,32,0.465,0.388,0.726,0.7,4,0
7,1,0.193,0.159,0.616,0.997,3,0
7,2,0.198,0.186,0.595,0.991,3,0
7,3,0.248,0.3,0.648,0.979,3,0
7,4,0.241,0.139,0.695,0.988,3,0
7,5,0.204,0.108,0.67,0.993,6,0
7,6,0.217,0.105,0.62,0.987,6,0
7,7,0.242,0.194,0.583,0.982,6,0
7,8,0.157,0.264,0.653,0.956,6,0
7,9,0.153,0.264,0.663,0.846,6,0
7,10,0.205,0.358,0.743,0.864,6,0
7,11,0.274,0.36,0.823,0.999,6,0
7,12,0.471,0.322,0.992,0.985,6,0
7,13,0.429,0.61,0.996,0.989,6,0
7,14,0.312,0.553,0.994,0.992,6,0
7,15,0.279,0.628,0.761,0.993,6,0
7,16,0.032,0.287,0.691,0.993,6,0
7,17,0.003,0.284,0.695,0.985,6,0
7,18,0.005,0.52,0.772,0.987,6,0
7,19,0.007,0.072,0.809,0.985,6,0
7,20,0.048,0.178,0.676,0.986,6,0
7,21,0.345,0.256,0.848,0.995,6,0
7,22,0.312,0.236,0.891,0.992,6,0
7,23,0.205,0.332,0.902,0.991,6,0
7,24,0.18,0.299,0.871,0.992,6,0
7,25,0.156,0.064,0.876,0.931,6,0
7,26,0.205,0.212,0.896,0.99,6,0
7,27,0.051,0.009,0.797,0.938,6,0
7,28,0.096,0.011,0.842,0.628,6,0
7,29,0.153,0,0.82,0.761,6,0
7,30,0.124,0.001,0.843,0.738,2,0
7,31,0.091,0,0.845,0.846,2,0
7,32,0.115,0.003,0.914,0.921,2,0
8,1,0.107,0.009,0.914,0.917,2,0
8,2,0.117,0.007,0.912,0.898,2,0
8,3,0.09,0.006,0.895,0.983,2,0
8,4,0.105,0.084,0.921,0.991,2,0
8,5,0.099,0.058,0.932,0.979,2,0
8,6,0.108,0.066,0.911,0.988,2,0
8,7,0.108,0.027,0.911,0.993,2,0
8,8,0.116,0.005,0.858,0.97,2,0
8,9,0.126,0,0.804,0.948,2,0
8,10,0.12,0.006,0.806,0.938,2,0
8,11,0.108,0.001,0.804,0.947,2,0
8,12,0.111,0.003,0.801,0.949,2,0
8,13,0.115,0.003,0.802,0.962,2,0
8,14,0.127,0.005,0.791,0.938,2,0
8,15,0.129,0.005,0.813,0.923,2,0
8,16,0.107,0.005,0.795,0.956,2,0
8,17,0.116,0.011,0.819,0.942,2,0
8,18,0.1,0.006,0.847,0.919,2,0
8,19,0.136,0.087,0.849,0.987,2,0
8,20,0.182,0.003,0.816,0.889,2,0
8,21,0.275,0.007,0.931,0.86,2,0
8,22,0.218,0.031,0.894,0.898,3,0
8,23,0.164,0.087,0.838,0.955,3,0
8,24,0.153,0.114,0.852,0.961,3,0
8,25,0.182,0.084,0.729,0.963,3,0
8,26,0.233,0.11,0.731,0.957,3,0
8,27,0.264,0.108,0.745,0.956,3,0
8,28,0.247,0.104,0.724,0.957,3,0
8,29,0.273,0.076,0.766,0.944,3,0
8,30,0.285,0.09,0.787,0.933,3,0
8,31,0.279,0.09,0.804,0.936,3,0
8,32,0.345,0.059,0.856,0.896,3,0
9,1,0.337,0.062,0.84,0.907,3,0
9,2,0.342,0.027,0.835,0.895,3,0
9,3,0.337,0.049,0.823,0.913,3,0
9,4,0.324,0.107,0.825,0.971,3,0
9,5,0.327,0.088,0.866,0.968,3,0
9,6,0.316,0.094,0.895,0.967,3,0
9,7,0.235,0.059,0.824,0.912,3,0
9,8,0.196,0.025,0.835,0.852,3,0
9,9,0.334,0.064,0.972,0.898,3,0
9,10,0.298,0.087,0.918,0.939,3,0
9,11,0.18,0.037,0.807,0.894,3,0
9,12,0.185,0.052,0.787,0.894,3,0
9,13,0.158,0.041,0.775,0.881,3,0
9,14,0.124,0.015,0.723,0.81,3,0
9,15,0.132,0.007,0.721,0.844,3,0
9,16,0.125,0.011,0.722,0.737,3,0
9,17,0.196,0.005,0.766,0.729,3,0
9,18,0.258,0.027,0.771,0.986,3,0
9,19,0.214,0.011,0.727,0.987,3,0
9,20,0.188,0.011,0.714,0.989,3,0
9,21,0.192,0.023,0.722,0.981,3,0
9,22,0.202,0.014,0.722,0.985,3,0
9,23,0.19,0.012,0.714,0.989,3,0
9,24,0.178,0.001,0.722,0.98,3,0
9,25,0.19,0.005,0.711,0.991,3,0
9,26,0.193,0.001,0.724,0.989,3,0
9,27,0.191,0.014,0.723,0.987,3,0
9,28,0.204,0.021,0.726,0.977,3,0
9,29,0.202,0.035,0.722,0.982,3,0
9,30,0.218,0.001,0.745,0.993,3,0
9,31,0.18,0.009,0.724,0.987,3,0
9,32,0.181,0.009,0.698,0.991,3,0
10,1,0.346,0.088,0.883,0.956,7,0
10,2,0.329,0.064,0.879,0.959,7,0
10,3,0.375,0.011,0.912,0.922,7,0
10,4,0.371,0.011,0.907,0.944,7,0
10,5,0.39,0.016,0.869,0.943,7,0
10,6,0.35,0.002,0.864,0.905,7,0
10,7,0.28,0.083,0.866,0.992,7,0
10,8,0.251,0.022,0.771,0.982,7,0
10,9,0.23,0.051,0.765,0.98,7,0
10,10,0.231,0.047,0.756,0.986,7,0
10,11,0.237,0.02,0.749,0.986,7,0
10,12,0.222,0.089,0.752,0.982,7,0
10,13,0.186,0.108,0.75,0.984,7,0
10,14,0.188,0.13,0.707,0.982,7,0
10,15,0.19,0.149,0.726,0.99,7,0
10,16,0.178,0.175,0.709,0.988,7,0
10,17,0.19,0.13,0.689,0.984,7,0
10,18,0.193,0.006,0.693,0.974,7,0
10,19,0.202,0.047,0.729,0.978,7,0
10,20,0.205,0.019,0.751,0.994,7,0
10,21,0.213,0.014,0.779,0.948,7,0
10,22,0.22,0.004,0.767,0.962,7,0
10,23,0.225,0.016,0.756,0.962,7,0
10,24,0.304,0.049,0.84,0.968,7,0
10,25,0.318,0.144,0.877,0.972,7,0
10,26,0.294,0.122,0.827,0.974,7,0
10,27,0.287,0.053,0.834,0.982,7,0
10,28,0.298,0.095,0.839,0.988,7,0
10,29,0.245,0,0.759,0.982,7,0
10,30,0.24,0.006,0.724,0.982,7,0
10,31,0.274,0.006,0.768,0.984,7,0
10,32,0.254,0.26,0.796,0.994,7,0
11,1,0.27,0.239,0.685,0.991,7,0
11,2,0.264,0.261,0.804,0.983,7,0
11,3,0.225,0.212,0.757,0.983,7,0
11,4,0.212,0.12,0.689,0.973,7,0
11,5,0.268,0.184,0.779,0.98,7,0
11,6,0.233,0.16,0.746,0.981,7,0
11,7,0.214,0.082,0.76,0.975,7,0
11,8,0.144,0.006,0.707,0.979,7,0
11,9,0.177,0.012,0.754,0.986,7,0
11,10,0.205,0.157,0.757,0.98,7,0
11,11,0.16,0.102,0.744,0.985,7,0
11,12,0.174,0.005,0.678,0.991,7,0
11,13,0.239,0.009,0.633,0.985,7,0
11,14,0.271,0.142,0.703,0.985,7,0
11,15,0.273,0.151,0.683,0.982,7,0
11,16,0.249,0.213,0.684,0.981,7,0
11,17,0.226,0.733,0.541,0.989,7,0
11,18,,,,,7,0
11,19,,,,,7,0
11,20,0.355,0.884,0.564,0.997,7,0
11,21,,,,,7,0
11,22,,,,,0,0
11,23,0.18,0.329,0.634,0.988,2,0
11,24,0.316,0.007,0.65,0.533,6,0
11,25,0.315,0.006,0.721,0.506,6,0
11,26,0.418,0.102,0.769,0.834,6,0
11,27,0.364,0.047,0.747,0.759,6,0
11,28,0.385,0.128,0.856,0.84,6,0
11,29,0.513,0.279,0.992,0.97,6,0
11,30,0.523,0.255,0.997,0.957,6,0
11,31,0.384,0.195,0.948,0.929,6,0
11,32,0.515,0.197,0.92,0.88,6,0
12,1,0.279,0.163,0.768,0.925,3,0
12,2,0.276,0.144,0.759,0.94,3,0
12,3,0.293,0.166,0.771,0.975,3,0
12,4,0.301,0.12,0.776,0.96,3,0
12,5,0.304,0.096,0.798,0.983,3,0
12,6,0.291,0.064,0.775,0.894,3,0
12,7,0.336,0.144,0.815,0.907,3,0
12,8,0.344,0.194,0.818,0.92,3,0
12,9,0.219,0.017,0.993,0.981,3,0
12,10,0.325,0.194,0.811,0.917,3,0
12,11,0.318,0.174,0.804,0.926,3,0
12,12,0.317,0.172,0.794,0.924,3,0
12,13,0.28,0.165,0.773,0.907,3,0
12,14,0.269,0.165,0.756,0.948,3,0
12,15,0.261,0.218,0.739,0.965,3,0
12,16,0.22,0.231,0.714,0.975,3,0
12,17,0.235,0.224,0.719,0.969,3,0
12,18,0.246,0.192,0.736,0.96,3,0
12,19,0.28,0.188,0.746,0.961,3,0
12,20,0.261,0.154,0.756,0.962,3,0
12,21,0.268,0.131,0.752,0.947,3,0
12,22,0.261,0.123,0.74,0.949,3,0
12,23,0.258,0.125,0.73,0.936,3,0
12,24,0.226,0.153,0.715,0.949,3,0
12,25,0.17,0.158,0.656,0.962,3,0
12,26,0.166,0.226,0.667,0.987,3,0
12,27,0.175,0.227,0.674,0.981,3,0
12,28,0.178,0.244,0.68,0.98,3,0
12,29,0.189,0.319,0.681,0.991,3,0
12,30,0.273,0.648,0.587,0.985,3,0
12,31,0.331,0.747,0.544,0.987,3,0
12,32,0.334,0.776,0.561,0.991,0,0
13,1,0.159,0.229,0.902,0.785,1,0
13,2,0.171,0.253,0.898,0.793,1,0
13,3,0.169,0.257,0.913,0.778,1,0
13,4,0.174,0.25,0.913,0.77,1,0
13,5,0.128,0.183,0.904,0.781,1,0
13,6,0.143,0.236,0.902,0.786,1,0
13,7,0.134,0.175,0.886,0.781,1,0
13,8,0.125,0.14,0.881,0.737,1,0
13,9,0.132,0.144,0.88,0.744,1,0
13,10,0.122,0.158,0.901,0.76,1,0
13,11,0.147,0.206,0.915,0.783,1,0
13,12,0.143,0.189,0.905,0.743,1,0
13,13,0.144,0.236,0.904,0.782,1,0
13,14,0.147,0.224,0.895,0.719,1,0
13,15,0.116,0.259,0.877,0.706,1,0
13,16,0.148,0.188,0.92,0.676,1,0
13,17,0.092,0.118,0.996,0.737,1,0
13,18,0.074,0.206,0.997,0.887,1,0
13,19,0.064,0.191,0.976,0.868,1,0
13,20,0.064,0.2,0.974,0.822,1,0
13,21,0.082,0.136,0.995,0.818,1,0
13,22,0.051,0.061,0.955,0.771,1,0
13,23,0.036,0.047,0.948,0.764,1,0
13,24,0.045,0.059,0.956,0.771,1,0
13,25,0.029,0.084,0.954,0.773,1,0
13,26,0.048,0.113,0.947,0.766,1,0
13,27,0.062,0.093,0.971,0.742,1,0
13,28,0.069,0.084,0.979,0.719,1,0
13,29,0.053,0.058,0.979,0.716,1,0
13,30,0.029,0.099,0.967,0.719,1,0
13,31,0.036,0.123,0.938,0.777,1,0
13,32,0.137,0.205,0.886,0.747,1,0
14,1,0.107,0.194,0.884,0.748,1,0
14,2,0.118,0.206,0.888,0.744,1,0
14,3,0.119,0.194,0.89,0.726,1,0
14,4,0.108,0.14,0.893,0.694,1,0
14,5,0.11,0.122,0.894,0.677,1,0
14,6,0.139,0.114,0.89,0.663,1,0
14,7,0.127,0.106,0.9,0.665,1,0
14,8,0.099,0.087,0.896,0.665,1,0
14,9,0.12,0.071,0.898,0.692,1,0
14,10,0.123,0.127,0.874,0.706,1,0
14,11,0.116,0.131,0.88,0.735,1,0
14,12,0.09,0.149,0.875,0.744,1,0
14,13,0.106,0.183,0.882,0.746,1,0
14,14,0.084,0.13,0.866,0.729,1,0
14,15,0.074,0.123,0.877,0.736,1,0
14,16,0.08,0.071,0.849,0.694,1,0
14,17,0.066,0.106,0.866,0.74,1,0
14,18,0.123,0.163,0.918,0.794,1,0
14,19,0.149,0.181,0.957,0.832,1,0
14,20,0.188,0.267,0.976,0.87,1,0
14,21,0.239,0.332,0.997,0.931,1,0
14,22,0.322,0.391,0.996,0.976,1,0
14,23,0.328,0.344,0.996,0.977,1,0
14,24,0.338,0.321,0.994,0.984,1,0
14,25,0.357,0.351,0.996,0.987,1,0
14,26,0.358,0.245,0.996,0.913,1,0
14,27,0.407,0.227,0.996,0.842,1,0
14,28,0.407,0.194,0.995,0.773,1,0
14,29,0.33,0.169,0.994,0.764,1,0
14,30,0.202,0.114,0.963,0.786,1,0
14,31,0.153,0.132,0.929,0.718,1,0
14,32,0.126,0.132,0.909,0.687,1,0
15,1,0.369,0.375,0.506,0.59,3,0
15,2,0.375,0.392,0.503,0.594,3,0
15,3,0.383,0.408,0.494,0.587,3,0
15,4,0.377,0.399,0.492,0.595,3,0
15,5,0.377,0.408,0.501,0.593,3,0
15,6,0.373,0.418,0.487,0.593,3,0
15,7,0.388,0.413,0.473,0.595,3,0
15,8,0.382,0.401,0.481,0.594,3,0
15,9,0.362,0.338,0.548,0.656,3,0
15,10,0.333,0.194,0.64,0.762,3,0
15,11,0.315,0.168,0.642,0.733,3,0
15,12,0.322,0.163,0.643,0.772,3,0
15,13,0.356,0.169,0.661,0.747,3,0
15,14,0.338,0.175,0.656,0.781,3,0
15,15,0.34,0.194,0.674,0.798,3,0
15,16,0.328,0.208,0.676,0.792,3,0
15,17,0.329,0.187,0.671,0.827,3,0
15,18,0.354,0.163,0.667,0.81,3,0
15,19,0.35,0.182,0.663,0.778,3,0
15,20,0.35,0.184,0.663,0.756,3,0
15,21,0.353,0.177,0.669,0.76,3,0
15,22,0.328,0.195,0.667,0.764,3,0
15,23,0.35,0.187,0.665,0.787,3,0
15,24,0.349,0.212,0.665,0.773,3,0
15,25,0.353,0.196,0.667,0.772,3,0
15,26,0.345,0.205,0.66,0.779,3,0
15,27,0.351,0.205,0.666,0.766,3,0
15,28,0.353,0.201,0.661,0.781,3,0
15,29,0.349,0.206,0.66,0.78,3,0
15,30,0.354,0.206,0.662,0.771,3,0
15,31,0.354,0.186,0.662,0.781,3,0
15,32,0.358,0.196,0.655,0.779,3,0
26,1,0.167,0.175,0.384,0.557,3,0
26,2,0.169,0.177,0.387,0.566,3,0
26,3,0.161,0.175,0.376,0.567,3,0
26,4,0.172,0.194,0.392,0.571,3,0
26,5,0.181,0.191,0.388,0.573,3,0
26,6,0.19,0.186,0.379,0.582,3,0
26,7,0.19,0.187,0.398,0.568,3,0
26,8,0.19,0.201,0.392,0.569,3,0
26,9,0.188,0.187,0.394,0.577,3,0
26,10,0.182,0.174,0.384,0.566,3,0
26,11,0.203,0.148,0.423,0.573,3,0
26,12,0.23,0.146,0.455,0.6,3,0
26,13,0.219,0.175,0.44,0.586,3,0
26,14,0.223,0.132,0.449,0.585,3,0
26,15,0.231,0.154,0.447,0.591,3,0
26,16,0.227,0.151,0.448,0.576,3,0
26,17,0.225,0.157,0.456,0.566,3,0
26,18,0.221,0.175,0.428,0.583,3,0
26,19,0.216,0.168,0.462,0.578,3,0
26,20,0.21,0.177,0.455,0.597,3,0
26,21,0.203,0.181,0.442,0.602,3,0
26,22,0.206,0.154,0.448,0.62,3,0
26,23,0.212,0.163,0.453,0.609,3,0
26,24,0.214,0.146,0.455,0.62,3,0
26,25,0.2,0.156,0.456,0.609,3,0
26,26,0.19,0.168,0.449,0.617,3,0
26,27,0.208,0.154,0.451,0.643,3,0
26,28,0.198,0.163,0.456,0.619,3,0
26,29,0.199,0.158,0.456,0.607,3,0
26,30,0.194,0.144,0.451,0.62,3,0
26,31,0.217,0.132,0.453,0.59,3,0
26,32,0.211,0.134,0.452,0.594,3,0
27,1,0.21,0.13,0.449,0.596,3,0
27,2,0.212,0.127,0.459,0.596,3,0
27,3,0.217,0.106,0.448,0.589,3,0
27,4,0.225,0.12,0.453,0.593,3,0
27,5,0.212,0.12,0.44,0.597,3,0
27,6,0.205,0.137,0.451,0.597,3,0
27,7,0.217,0.132,0.44,0.591,3,0
27,8,0.217,0.131,0.442,0.589,3,0
27,9,0.217,0.134,0.451,0.599,3,0
27,10,0.218,0.111,0.452,0.595,3,0
27,11,0.215,0.134,0.443,0.582,3,0
27,12,0.208,0.131,0.451,0.589,3,0
27,13,0.199,0.132,0.451,0.594,3,0
27,14,0.217,0.13,0.455,0.59,3,0
27,15,0.21,0.137,0.453,0.582,3,0
27,16,0.208,0.14,0.445,0.595,3,0
27,17,0.194,0.156,0.449,0.605,3,0
27,18,0.197,0.151,0.453,0.599,3,0
27,19,0.194,0.161,0.441,0.598,3,0
27,20,0.182,0.163,0.462,0.591,3,0
27,21,0.184,0.165,0.447,0.606,3,0
27,22,0.193,0.156,0.453,0.601,3,0
27,23,0.201,0.144,0.449,0.602,3,0
27,24,0.208,0.144,0.453,0.596,3,0
27,25,0.194,0.142,0.463,0.599,3,0
27,26,0.201,0.139,0.448,0.606,3,0
27,27,0.192,0.146,0.459,0.595,3,0
27,28,0.197,0.137,0.45,0.608,3,0
27,29,0.195,0.144,0.45,0.597,3,0
27,30,0.192,0.149,0.459,0.605,3,0
27,31,0.182,0.144,0.46,0.615,3,0
27,32,0.195,0.157,0.455,0.598,3,0
28,1,0.428,0.128,0.696,0.934,3,0
28,2,0.427,0.119,0.7,0.949,7,0
28,3,0.377,0.128,0.703,0.925,7,0
28,4,0.391,0.206,0.724,0.899,7,0
28,5,0.43,0.196,0.756,0.923,7,0
28,6,0.441,0.177,0.767,0.896,7,0
28,7,0.439,0.011,0.77,0.915,7,0
28,8,0.428,0.009,0.735,0.954,7,0
28,9,0.421,0.014,0.739,0.904,7,0
28,10,0.391,0.073,0.678,0.969,7,0
28,11,0.408,0.093,0.692,0.961,7,0
28,12,0.384,0.08,0.681,0.95,7,0
28,13,0.35,0.021,0.67,0.934,7,0
28,14,0.368,0.019,0.669,0.809,7,0
28,15,0.391,0.108,0.637,0.809,7,0
28,16,0.408,0.108,0.661,0.79,7,0
28,17,0.414,0.127,0.685,0.844,7,0
28,18,0.446,0.154,0.673,0.894,7,0
28,19,0.379,0.12,0.678,0.906,7,0
28,20,0.419,0.139,0.703,0.93,7,0
28,21,0.431,0.157,0.675,0.95,7,0
28,22,0.432,0.153,0.657,0.95,7,0
28,23,0.442,0.035,0.679,0.932,7,0
28,24,0.437,0.023,0.67,0.899,7,0
28,25,0.424,0.023,0.67,0.881,7,0
28,26,0.432,0.019,0.642,0.907,7,0
28,27,0.409,0.035,0.669,0.899,7,0
28,28,0.423,0.081,0.673,0.925,7,0
28,29,0.427,0.106,0.669,0.944,7,0
28,30,0.432,0.127,0.669,0.95,7,0
28,31,0.44,0.132,0.676,0.972,7,0
28,32,0.455,0.148,0.711,0.983,7,0
29,1,0.44,0.158,0.701,0.978,7,0
29,2,0.444,0.163,0.698,0.981,7,0
29,3,0.472,0.111,0.71,0.97,7,0
29,4,0.469,0.144,0.686,0.962,7,0
29,5,0.462,0.161,0.688,0.98,7,0
29,6,0.455,0.151,0.674,0.986,7,0
29,7,0.455,0.099,0.68,0.937,7,0
29,8,0.487,0.08,0.681,0.896,7,0
29,9,0.492,0.078,0.681,0.885,7,0
29,10,0.492,0.071,0.686,0.883,7,0
